Num_pub;Pays pub;Nb pays;Date prior;Date est expi;Date expi;Statut;Classification;Entreprise;Year pub;Year exp;Duree active
US10472533B2;US;13;2009-10-08;0000-00-00;2015-04-26;Status Active;C; Kornit Digital Ltd;2009;2015;6
US10523050B2;US;27;2012-07-31;0000-00-00;2013-01-23;Status Active;G; Causam Energy Inc;2012;2013;1
US10597642B2;US;12;2009-05-06;0000-00-00;2010-07-26;Status Active;C; Life Technologies Corp;2009;2010;1
US10840451B2;US;13;2009-01-06;0000-00-00;2013-01-01;Status Active;C; Showa Denko Materials Co ltd;2009;2013;4
US10885978B2;US;4;2005-09-05;0000-00-00;2020-11-10;Status Active;G; Nantero Inc;2005;2020;15
US10869057B2;US;92;2001-11-07;0000-00-00;2003-05-01;Status Active;H; Dolby Laboratories Licensing Corp;2001;2003;2
US10863147B2;US;20;2002-10-15;0000-00-00;2011-08-03;Status Active;G; EYETALK365 LLC;2002;2011;9
US10344921B2;US;4;2015-10-03;0000-00-00;2017-02-06;Status Active;F; Jiaxing Super Lighting Electric Appliance Co Ltd;2015;2017;2
AU2017311089B2;AU;37;2015-11-08;0000-00-00;2015-10-09;Status Active;C; Legend Biotech Ireland Ltd;2015;2015;0
AU2018220115B2;AU;8;2015-08-03;0000-00-00;2018-02-01;Status Active;G; Apple Inc;2015;2018;3
US10700411B2;US;3;2013-06-09;0000-00-00;2017-01-09;Status Active;G; CenturyLink Intellectual Property LLC;2013;2017;4
EP3348209B1;EP;7;2016-12-21;['2037-12-21'];2020-06-03;Status Active;A; Ethicon LLC;2016;2020;4
EP3162300B1;EP;8;2015-10-29;['2036-10-28'];2020-09-17;Status Active;A; Ethicon Endo Surgery LLC;2015;2020;5
US10043035B2;US;1;2013-01-11;0000-00-00;2017-04-10;Status Active;G; ANONOS Inc;2013;2017;4
US10835768B2;US;12;2010-11-02;0000-00-00;2020-04-24;Status Active;A; Ethicon LLC;2010;2020;10
ES2781474T3;ES;14;2016-07-04;['2037-04-05'];2016-12-31;Status Active;C; GlaxoSmithKline Intellectual Property Development Ltd;2016;2016;0
EP3338654B1;EP;3;2016-12-21;['2037-12-21'];2020-04-01;Status Active;A; Ethicon LLC;2016;2020;4
US10750179B2;US;85;2012-05-14;0000-00-00;2017-02-13;Status Active;G; V Nova International Ltd;2012;2017;5
EP3338696B1;EP;4;2016-12-21;['2037-12-21'];2020-05-06;Status Active;A; Ethicon LLC;2016;2020;4
US10511961B2;US;16;2003-01-14;0000-00-00;2008-10-01;Status Active;H; Wi-Fi One LLC;2003;2008;5
US10793860B2;US;24;2010-08-17;0000-00-00;2011-08-09;Status Active;C; Sirna Therapeutics Inc;2010;2011;1
US10086087B2;US;37;2006-03-16;0000-00-00;2018-09-21;Status Active;A; Tris Pharma Inc;2006;2018;12
US9914602B2;US;13;2011-12-21;0000-00-00;2020-07-10;Status Active;E; Sandbox Enterprises LLC;2011;2020;9
US10092692B2;US;10;2007-05-12;0000-00-00;2020-08-27;Status Active;A; Soovu Labs Inc;2007;2020;13
US10691992B2;US;5;2005-09-12;0000-00-00;2017-06-23;Status Active;G; Tego Inc;2005;2017;12
US10002239B2;US;6;1999-08-31;0000-00-00;2020-03-13;Status Expire;G; Intertrust Technologies Corp;1999;2020;21
US10758231B2;US;6;2017-02-17;['2038-05-04'];2016-12-30;Status Active;A; Ethicon LLC;2017;2016;-1
US10188333B2;US;29;2003-05-12;0000-00-00;2005-01-18;Status Active;A; Dexcom Inc;2003;2005;2
US10810628B2;US;3;2007-09-26;0000-00-00;2019-12-09;Status Active;G; Time Warner Cable Enterprises LLC;2007;2019;12
US10736110B2;US;8;2012-10-02;0000-00-00;2013-08-02;Status Active;H; Skyline Partners Technology LLC;2012;2013;1
US10695136B2;US;6;2007-06-13;0000-00-00;2020-02-19;Status Active;G; Intuitive Surgical Operations Inc;2007;2020;13
US10497162B2;US;12;2013-02-21;0000-00-00;2013-04-23;Status Active;G; Dolby Laboratories Licensing Corp;2013;2013;0
US10791640B2;US;9;2005-09-19;0000-00-00;2006-11-01;Status Active;H; Chatsworth Products Inc;2005;2006;1
US10638983B2;US;16;2008-02-22;0000-00-00;2019-08-30;Status Active;G; Hill Rom Services Inc;2008;2019;11
US10835224B2;US;6;2010-08-06;0000-00-00;2020-03-13;Status Active;A; Arrow International LLC;2010;2020;10
US10652422B2;US;3;2014-12-08;0000-00-00;2018-04-27;Status Active;G; Digimarc Corp;2014;2018;4
US10596310B2;US;20;2007-09-13;0000-00-00;2011-08-12;Status Active;A; Fresenius Medical Care Holdings Inc;2007;2011;4
US10299821B2;US;12;2016-01-15;0000-00-00;2016-12-30;Status Active;A; Ethicon LLC Ethicon Endo Surgery LLC;2016;2016;0
US10457977B2;US;8;2008-12-19;0000-00-00;2010-04-05;Status Active;C; Harvard College;2008;2010;2
US10221437B2;US;11;2007-07-03;0000-00-00;2010-01-13;Status Active;C; Harvard College;2007;2010;3
US10572684B2;US;1;2013-01-11;0000-00-00;2018-04-25;Status Active;G; ANONOS Inc;2013;2018;5
US10720969B2;US;10;2011-08-17;0000-00-00;2013-06-10;Status Active;H; Skyline Partners Technology LLC;2011;2013;2
US10454849B2;US;5;2008-11-09;0000-00-00;2009-11-04;Status Active;Y; Juniper Networks Inc;2008;2009;1
US10413899B2;US;21;2009-11-24;0000-00-00;2013-06-10;Status Active;G; OPKO Diagnostics LLC;2009;2013;4
US10724090B2;US;27;2010-02-19;0000-00-00;2011-10-03;Status Active;C; Pacific Biosciences of California Inc;2010;2011;1
US10441269B1;US;10;2005-05-10;0000-00-00;2006-04-18;Status Active;A; P Tech LLC;2005;2006;1
US10601951B2;US;10;2010-01-11;0000-00-00;2015-07-14;Status Active;G; Seven Networks Inc;2010;2015;5
US10437974B2;US;2;2015-06-18;0000-00-00;2018-03-14;Status Active;G; Shenzhen Goodix Technology Co Ltd;2015;2018;3
US10872696B2;US;3;2011-11-02;0000-00-00;2013-11-04;Status Active;G; Abbott Diabetes Care Inc;2011;2013;2
US10320163B2;US;8;2010-01-17;0000-00-00;2013-08-27;Status Active;H; Chatsworth Products Inc;2010;2013;3
US10431857B2;US;9;2002-11-22;0000-00-00;2005-12-19;Status Active;G; Milwaukee Electric Tool Corp;2002;2005;3
EP3338697B1;EP;7;2016-12-21;['2037-12-21'];2019-11-20;Status Active;A; Ethicon LLC;2016;2019;3
US10439298B2;US;19;2015-05-11;0000-00-00;2017-02-24;Status Active;H; WGR Co Ltd Nidec America Corp;2015;2017;2
US10589130B2;US;6;2006-05-25;0000-00-00;2007-09-28;Status Active;A; Medtronic Inc;2006;2007;1
US10136844B2;US;4;2006-04-10;0000-00-00;2007-10-10;Status Active;C; Dexcom Inc;2006;2007;1
US10411734B2;US;7;2008-05-15;0000-00-00;2008-06-20;Status Active;G; IP Reservoir LLC;2008;2008;0
US10759247B2;US;6;2011-12-09;0000-00-00;2013-01-24;Status Active;G; Fox Factory Inc;2011;2013;2
US10604560B2;US;41;2002-06-14;0000-00-00;2019-01-23;Status Active;C; Arexis AB;2002;2019;17
US10784293B2;US;9;2012-07-24;0000-00-00;2014-12-01;Status Active;H; Sony Corp;2012;2014;2
US10517901B2;US;6;2006-02-03;0000-00-00;2010-06-30;Status Active;C; ViaCyte Inc;2006;2010;4
US10192816B2;US;9;2013-11-19;0000-00-00;2019-11-19;Status Active;H; Amkor Technology Singapore Holding Pte Ltd;2013;2019;6
US10748313B2;US;2;2015-07-15;0000-00-00;2018-06-20;Status Active;G; Fyusion Inc;2015;2018;3
US10550181B2;US;18;2010-11-06;0000-00-00;2019-07-01;Status Active;C; Kyushu University NUC Kyowa Kirin Co Ltd;2010;2019;9
US10568739B2;US;6;2013-03-05;0000-00-00;2014-07-01;Status Active;A; Medtronic Inc;2013;2014;1
US10769431B2;US;5;2004-09-27;0000-00-00;2011-01-05;Status Active;G; Google LLC;2004;2011;7
US10850091B2;US;17;2002-08-04;0000-00-00;2011-01-21;Status Active;A; Medtronic Ardian Luxembourg SARL;2002;2011;9
US10666772B2;US;5;2014-03-04;0000-00-00;2016-08-09;Status Active;H; CenturyLink Intellectual Property LLC;2014;2016;2
US10249131B2;US;6;2008-02-10;0000-00-00;2008-09-24;Status Active;G; International Game Technology;2008;2008;0
US10347279B2;US;2;2016-03-02;['2037-02-02'];2016-11-21;Status Active;G; Fujifilm Corp;2016;2016;0
US10517734B2;US;13;2010-01-13;0000-00-00;2011-05-20;Status Active;A; JCBD LLC;2010;2011;1
US10887039B2;US;9;2001-05-09;0000-00-00;2011-08-15;Status Active;H; General Access Solutions Ltd;2001;2011;10
US10817326B2;US;3;2016-09-03;0000-00-00;2017-02-17;Status Active;G; Commvault Systems Inc;2016;2017;1
US10605811B2;US;16;2007-06-29;0000-00-00;2020-07-11;Status Active;G; Aspira Women's Health Inc;2007;2020;13
US10869728B2;US;17;2002-03-20;0000-00-00;2006-04-18;Status Active;A; P Tech LLC;2002;2006;4
US9837116B2;US;2;2016-03-23;['2037-03-22'];2017-03-09;Status Active;G; Fujifilm Corp;2016;2017;1
US10335094B2;US;9;2006-02-15;0000-00-00;2019-10-11;Status Active;A; Hologic Inc;2006;2019;13
US10290798B2;US;13;2008-03-09;0000-00-00;2019-11-19;Status Active;G; D-Wave Systems Inc;2008;2019;11
US10681542B2;US;8;2013-06-03;0000-00-00;2013-08-23;Status Active;Y; Gogoro Inc Hong Kong;2013;2013;0
US10179723B2;US;13;2006-09-14;0000-00-00;2011-01-14;Status Active;G; Crown Equipment Corp;2006;2011;5
US10297784B2;US;5;2014-02-07;0000-00-00;2019-09-10;Status Active;G; Tianma Microelectronics Co Ltd;2014;2019;5
US10455262B2;US;3;2009-04-12;['2030-02-01'];2018-07-16;Status Active;G; Time Warner Cable Enterprises LLC;2009;2018;9
US10534478B2;US;18;2013-09-27;0000-00-00;2017-07-17;Status Active;G; Sensel Inc;2013;2017;4
US10797441B2;US;5;2012-01-27;0000-00-00;2013-02-08;Status Active;H; Chatsworth Products Inc;2012;2013;1
US10331024B2;US;2;2008-05-19;0000-00-00;2019-05-09;Status Active;G; Spatial Cam LLC;2008;2019;11
US10772796B2;US;13;2007-04-30;0000-00-00;2008-05-30;Status Active;A; Medtronic Minimed Inc;2007;2008;1
US9778752B2;US;2;2012-01-17;0000-00-00;2019-12-28;Status Active;G; Ultrahaptics IP Two Ltd LMI Liquidating Co LLC;2012;2019;7
US10383748B2;US;8;2009-12-21;0000-00-00;2010-12-20;Status Active;A; Covidien LP;2009;2010;1
US10370661B2;US;5;2005-06-14;0000-00-00;2014-12-22;Status Active;C; Northwestern University;2005;2014;9
AU2018202634B2;AU;16;2011-09-14;0000-00-00;2018-02-26;Status Active;C; Translate Bio MA Inc;2011;2018;7
US10304151B2;US;4;2015-03-20;0000-00-00;2018-09-10;Status Active;G; Digimarc Corp;2015;2018;3
AU2017279749B2;AU;13;2010-05-11;0000-00-00;2017-09-27;Status Expire;C; Leland Stanford Junior University;2010;2017;7
US10650341B2;US;3;2007-07-12;0000-00-00;2018-01-29;Status Active;G; Descartes Systems Group Inc;2007;2018;11
US10142110B2;US;9;2006-04-28;0000-00-00;2017-02-23;Status Active;G; CIP LLC Knapp Investment Co Ltd;2006;2017;11
US10881397B2;US;14;2007-09-21;0000-00-00;2008-11-05;Status Active;A; Covidien LP;2007;2008;1
US10494451B2;US;17;2006-02-06;0000-00-00;2014-10-27;Status Active;C; Synedgen Inc;2006;2014;8
US10621309B2;US;3;2013-03-13;0000-00-00;2020-03-13;Status Active;G; Intertrust Technologies Corp;2013;2020;7
US9956290B2;US;4;2013-03-13;0000-00-00;2013-12-10;Status Active;A; Transdermal Biotechnology Inc;2013;2013;0
US10698429B2;US;5;2006-04-20;0000-00-00;2015-01-01;Status Active;G; Delta Faucet Co;2006;2015;9
US10766421B2;US;13;2005-05-16;0000-00-00;2003-01-13;Status Active;G; Magna Mirrors of America Inc;2005;2003;-2
US10408941B2;US;13;2010-02-14;0000-00-00;2016-09-30;Status Active;G; Trimble Inc;2010;2016;6
US10558908B2;US;9;2016-11-30;0000-00-00;2019-02-26;Status Active;G; Altumview Systems Inc;2016;2019;3
US10231048B2;US;6;2004-09-27;0000-00-00;2017-09-22;Status Active;Y; Surefire LLC;2004;2017;13
US10257765B2;US;21;2000-06-13;0000-00-00;2011-12-23;Status Active;Y; Comcast Cable Communications LLC;2000;2011;11
US10768654B2;US;14;2012-07-14;0000-00-00;2014-12-15;Status Active;G; Causam Energy Inc;2012;2014;2
US10829424B2;US;9;2014-09-01;0000-00-00;2019-07-15;Status Active;C; CB&I Technology Inc;2014;2019;5
US10861112B2;US;1;2012-07-31;0000-00-00;2017-08-28;Status Active;G; Causam Energy Inc;2012;2017;5
US10186546B2;US;5;2008-07-10;0000-00-00;2020-09-30;Status Active;A; Medidata Solutions Inc;2008;2020;12
US10026435B2;US;2;2015-08-21;['2036-08-19'];2016-07-20;Status Active;G; Fujifilm Corp;2015;2016;1
US10292386B2;US;49;2009-04-27;0000-00-00;2013-05-01;Status Active;C; JENEIL BIOSURFACTANT COMPANY LLC;2009;2013;4
US10301390B2;US;26;2008-08-02;0000-00-00;2015-12-31;Status Active;C; AstraZeneca AB MedImmune LLC;2008;2015;7
US10363091B2;US;16;2009-11-11;0000-00-00;2017-06-16;Status Active;A; Nuvaira Inc;2009;2017;8
US10631938B2;US;6;2011-05-13;0000-00-00;2012-06-08;Status Active;A; Broncus Medical Inc;2011;2012;1
EP3138512B1;EP;36;2015-02-09;0000-00-00;2020-08-12;Status Active;A; Ethicon LLC;2015;2020;5
US10555780B2;US;12;2010-09-17;0000-00-00;2018-08-23;Status Active;G; Auris Health Inc;2010;2018;8
US10500327B2;US;4;2007-02-27;0000-00-00;2008-11-14;Status Active;A; Deka Products LP;2007;2008;1
US9913793B2;US;4;2013-03-13;0000-00-00;2013-12-10;Status Active;A; Transdermal Biotechnology Inc;2013;2013;0
US10034944B2;US;4;2013-03-13;0000-00-00;2013-12-10;Status Active;A; Transdermal Biotechnology Inc;2013;2013;0
US9998797B2;US;5;2012-07-20;0000-00-00;2018-10-12;Status Active;G; Sovereign Peak Ventures LLC;2012;2018;6
US10570406B2;US;24;2006-10-03;0000-00-00;2007-03-28;Status Active;C; Monsanto Technology LLC;2006;2007;1
US10857281B2;US;3;2007-09-13;0000-00-00;2015-07-09;Status Active;A; Fresenius Medical Care Holdings Inc;2007;2015;8
US10182751B2;US;4;2007-10-25;0000-00-00;2009-04-09;Status Active;G; Dexcom Inc;2007;2009;2
US10410037B2;US;1;2015-06-18;0000-00-00;2017-11-08;Status Active;G; Shenzhen Goodix Technology Co Ltd;2015;2017;2
US10776329B2;US;2;2017-03-28;['2038-08-16'];2018-03-28;Status Active;G; Commvault Systems Inc;2017;2018;1
US10612618B2;US;6;2008-07-24;0000-00-00;2009-09-02;Status Active;F; Fox Factory Inc;2008;2009;1
US10673777B2;US;4;2015-09-28;0000-00-00;2016-11-13;Status Active;H; CenturyLink Intellectual Property LLC;2015;2016;1
US10373272B2;US;11;2001-09-30;0000-00-00;2004-05-06;Status Active;G; Intel Corp;2001;2004;3
US10540996B2;US;1;2015-09-30;0000-00-00;2016-08-31;Status Active;G; Fujifilm Corp;2015;2016;1
US10833644B2;US;57;2006-04-27;0000-00-00;2008-10-02;Status Active;G; Dolby Laboratories Licensing Corp;2006;2008;2
US10322193B1;US;31;2009-02-13;0000-00-00;2010-02-01;Status Active;C; Immunomedics Inc;2009;2010;1
US10639018B2;US;6;2017-06-27;['2038-02-13'];2017-07-17;Status Active;A; Ethicon LLC;2017;2017;0
US10828633B2;US;5;2010-01-22;0000-00-00;2011-03-09;Status Active;Y; Biotix Inc;2010;2011;1
US10657468B2;US;5;2014-06-05;0000-00-00;2019-07-10;Status Active;G; Uber Technologies Inc Invention Science Fund II LLC;2014;2019;5
US10791442B2;US;27;2002-05-21;0000-00-00;2012-01-08;Status Active;G; M2M SOLUTIONS LLC;2002;2012;10
US10612035B2;US;29;2006-12-01;0000-00-00;2018-10-29;Status Active;C; Cibus US LLC;2006;2018;12
US10186115B2;US;47;2013-03-13;0000-00-00;2014-05-22;Status Active;G; Game Play Network Inc;2013;2014;1
US10316924B2;US;19;2001-08-30;0000-00-00;2016-09-14;Status Active;F; Fox Factory Inc;2001;2016;15
US10200336B2;US;5;2011-07-27;0000-00-00;2015-09-02;Status Active;G; Ricoh Co Ltd;2011;2015;4
US10506226B2;US;16;2005-08-16;0000-00-00;2020-06-04;Status Active;H; Nielsen Media Research Inc;2005;2020;15
US10536295B2;US;8;2015-02-01;0000-00-00;2017-06-22;Status Active;G; Systech Corp;2015;2017;2
EP3462458B1;EP;6;2017-09-29;['2038-09-28'];2020-06-24;Status Active;G; Ethicon LLC;2017;2020;3
USRE47277E1;US;84;2001-09-08;0000-00-00;2009-04-08;Status Active;H; Dolby Laboratories Licensing Corp;2001;2009;8
US10813030B2;US;10;2005-01-07;0000-00-00;2006-11-28;Status Active;Y; Google LLC;2005;2006;1
US10226511B2;US;3;2013-03-13;0000-00-00;2013-12-10;Status Active;A; Transdermal Biotechnology Inc;2013;2013;0
US10835307B2;US;6;2016-01-15;0000-00-00;2020-09-03;Status Active;A; Ethicon LLC Ethicon Endo Surgery LLC;2016;2020;4
US10322675B2;US;2;2013-03-15;0000-00-00;2017-06-02;Status Active;B; Act-Ip;2013;2017;4
US10610661B2;US;6;2006-04-20;0000-00-00;2019-04-18;Status Active;A; University of Pittsburgh;2006;2019;13
US10368557B2;US;3;2001-07-16;0000-00-00;2007-07-10;Status Active;C; Foret Plasma Labs LLC;2001;2007;6
US10332132B2;US;15;2000-07-09;0000-00-00;2015-06-09;Status Active;G; mBLAST Inc;2000;2015;15
US10780240B2;US;7;2007-02-01;0000-00-00;2018-07-05;Status Active;A; Amy Isenberg;2007;2018;11
US9984710B2;US;2;2015-12-16;['2036-12-14'];2016-10-18;Status Active;G; Fujifilm Corp;2015;2016;1
US10238437B2;US;11;2002-10-08;0000-00-00;2015-04-15;Status Active;A; Howmedica Osteonics Corp;2002;2015;13
US10495094B2;US;22;2003-03-20;0000-00-00;2015-02-19;Status Active;F; Nortek Air Solutions LLC;2003;2015;12
US10853016B2;US;144;2011-09-27;0000-00-00;2012-05-30;Status Active;G; Z124;2011;2012;1
US10791442B2;US;27;2002-05-21;0000-00-00;2012-01-08;Status Active;Y; M2M SOLUTIONS LLC;2002;2012;10
US10799159B2;US;68;2004-07-13;0000-00-00;2013-07-23;Status Active;Y; Dexcom Inc;2004;2013;9
US10816506B2;US;56;2006-12-14;0000-00-00;2008-10-06;Status Active;Y; Life Technologies Corp;2006;2008;2
US10798113B2;US;48;2015-08-31;0000-00-00;2018-05-12;Status Active;H; Splunk Inc;2015;2018;3
US10653416B2;US;11;2007-04-13;0000-00-00;2012-09-28;Status Active;A; Covidien LP;2007;2012;5
US10848438B2;US;44;2010-03-11;0000-00-00;2018-09-05;Status Active;B; Avago Technologies International Sales Pte Ltd;2010;2018;8
US10624618B2;US;14;2001-06-27;0000-00-00;2001-08-21;Status Active;A; Evalve Inc;2001;2001;0
US10749121B2;US;33;2006-10-02;0000-00-00;2014-05-10;Status Active;H; Universal Display Corp;2006;2014;8
US10841556B2;US;9;2014-12-30;0000-00-00;2018-01-30;Status Active;H; Onpoint Medical Inc;2014;2018;4
US10799347B1;US;12;2013-04-02;0000-00-00;2013-04-25;Status Active;A; Edwards Lifesciences Corp;2013;2013;0
US10865437B2;US;11;2003-07-31;0000-00-00;2006-01-30;Status Active;B; HandyLab Inc;2003;2006;3
US10889859B2;US;20;2013-05-23;0000-00-00;2014-08-20;Status Active;Y; Leland Stanford Junior University;2013;2014;1
US10805834B1;US;16;2010-07-26;0000-00-00;2014-09-05;Status Active;Y; Seven Networks Inc;2010;2014;4
US10804980B1;US;34;2002-08-01;0000-00-00;2015-07-14;Status Active;Y; Seven Networks Inc;2002;2015;13
US10887893B2;US;14;2001-01-25;0000-00-00;2018-03-29;Status Active;H; Bandspeed LLC;2001;2018;17
US10785724B1;US;22;2010-07-26;0000-00-00;2015-07-14;Status Active;Y; Seven Networks Inc;2010;2015;5
AU2020204156B2;AU;19;2011-10-03;0000-00-00;2020-02-14;Status Active;A; ElectroCore LLC;2011;2020;9
US10881355B2;US;16;2009-08-31;0000-00-00;2020-10-29;Status Active;A; Abbott Diabetes Care Inc;2009;2020;11
US10770495B1;US;14;2009-07-24;0000-00-00;2016-07-08;Status Active;H; Sony Semiconductor Solutions Corp;2009;2016;7
US10883110B2;US;23;2009-07-24;0000-00-00;2016-05-19;Status Active;Y; DSM IP Assets BV;2009;2016;7
US10849937B2;US;38;2010-04-08;0000-00-00;2017-08-08;Status Active;A; FINCH THERAPEUTICS HOLDINGS LLC;2010;2017;7
US10863894B2;US;54;2011-12-05;0000-00-00;2017-04-17;Status Active;H; DePuy Synthes Products Inc;2011;2017;6
US10863147B2;US;20;2002-10-15;0000-00-00;2011-08-03;Status Active;H; EYETALK365 LLC;2002;2011;9
US10842553B2;US;12;2003-06-13;0000-00-00;2008-12-15;Status Active;A; Covidien AG;2003;2008;5
US10767223B1;US;22;2009-08-20;0000-00-00;2012-02-01;Status Active;C; 10X Genomics Inc;2009;2012;3
US10828448B2;US;11;2003-03-09;0000-00-00;2006-06-21;Status Active;A; Fisher and Paykel Healthcare Ltd;2003;2006;3
US10778918B2;US;16;2002-11-20;0000-00-00;2005-04-11;Status Active;H; Sony Corp;2002;2005;3
US10879840B2;US;14;2009-05-22;0000-00-00;2010-05-20;Status Active;Y; SolarEdge Technologies Ltd;2009;2010;1
US10864340B2;US;23;2005-06-06;0000-00-00;2018-12-06;Status Active;Y; Resmed Pty Ltd;2005;2018;13
US10891027B2;US;18;2008-05-23;0000-00-00;2014-01-23;Status Active;H; Qualcomm Inc;2008;2014;6
US10879331B2;US;56;2013-02-12;0000-00-00;2014-12-11;Status Active;B; Semiconductor Energy Laboratory Co Ltd;2013;2014;1
US10835672B2;US;14;2004-02-26;0000-00-00;2014-01-15;Status Active;A; Dexcom Inc;2004;2014;10
US10821446B1;US;5;2006-03-24;0000-00-00;2008-03-04;Status Active;Y; HandyLab Inc;2006;2008;2
US10797691B1;US;24;2005-11-07;0000-00-00;2006-09-20;Status Active;H; PSemi Corp;2005;2006;1
US10868948B2;US;29;2008-12-30;0000-00-00;2020-04-02;Status Active;B; May Patents Ltd;2008;2020;12
AU2020260392B2;AU;38;2014-06-24;0000-00-00;2020-03-26;Status Active;H; Google LLC;2014;2020;6
US10812297B2;US;17;2002-12-07;0000-00-00;2002-08-22;Status Active;H; Rambus Inc;2002;2002;0
US10891619B2;US;3;2015-04-14;0000-00-00;2017-02-06;Status Active;G; Capital One Services LLC;2015;2017;2
US10752634B2;US;76;2012-04-06;0000-00-00;2015-05-26;Status Active;B; Pharmacyclics LLC;2012;2015;3
US10687744B1;US;12;2015-02-07;0000-00-00;2019-07-19;Status Active;A; Masimo Corp;2015;2019;4
US10702195B1;US;35;2008-03-07;0000-00-00;2020-09-30;Status Active;A; Masimo Corp Cercacor Laboratories Inc;2008;2020;12
US10834539B2;US;8;2010-02-26;0000-00-00;2011-02-11;Status Active;H; THL Holding Co LLC;2010;2011;1
US10859213B2;US;12;2011-02-22;0000-00-00;2011-02-25;Status Active;F; Quarkstar LLC;2011;2011;0
US10769847B2;US;10;2008-05-11;0000-00-00;2017-02-24;Status Active;G; Hover Inc;2008;2017;9
US10856736B2;US;27;2012-12-31;0000-00-00;2013-06-10;Status Active;A; Dexcom Inc;2012;2013;1
AU2020202295B2;AU;20;2015-02-26;0000-00-00;2020-02-22;Status Active;A; Covidien LP;2015;2020;5
US10887695B2;US;5;2013-09-25;0000-00-00;2013-10-24;Status Active;H; Google Technology Holdings LLC;2013;2013;0
US10847608B2;US;16;2009-02-11;0000-00-00;2014-05-26;Status Active;H; Fuji Electric Co Ltd;2009;2014;5
AU2020202169B2;AU;19;2011-11-23;0000-00-00;2020-02-21;Status Active;A; Neovasc Tiara Inc;2011;2020;9
